date,close,high,low,open,volume,price_change,price_change_pct,day_of_week,month,year,quarter
2021-05-04,238.31198120117188,241.60117849638647,236.3596302425455,241.37035325676896,32756100,-3.9143218994140625,-1.61597722844683,1,5,2021,2
2021-05-05,237.04244995117188,239.956550370843,236.41731851565086,239.5333781544318,21901300,-1.26953125,-0.5327181804293479,2,5,2021,2
2021-05-06,240.17774963378906,240.30278179143735,235.3305375794011,237.0232117765403,26491100,3.1352996826171875,1.322674349367814,3,5,2021,2
2021-05-07,242.80331420898438,244.57292997818058,241.56264898781953,242.505159501284,27032900,2.6255645751953125,1.0931756081479893,4,5,2021,2
2021-05-10,237.72528076171875,242.10124477578267,237.66757812847843,241.2741394573549,29299900,-5.078033447265625,-2.0914185062955504,0,5,2021,2
2021-05-11,236.81163024902344,237.16748762572186,233.29163741499903,235.1958977580137,33641600,-0.9136505126953125,-0.38433039589554907,1,5,2021,2
2021-05-12,229.85816955566406,235.03238744086832,228.96374941275505,232.90691422766648,36684400,-6.953460693359375,-2.9362834443761643,2,5,2021,2
2021-05-13,233.73406982421875,236.20577403515946,232.1856519459029,232.55112159269123,29624300,3.8759002685546875,1.6862138404943883,3,5,2021,2
2021-05-14,238.658203125,239.64880422890522,236.09995985164096,236.18651381020268,23901100,4.92413330078125,2.1067246655502414,4,5,2021,2
2021-05-17,235.8018035888672,237.15787429824175,234.20531011006548,237.11941076417176,24970200,-2.8563995361328125,-1.1968578907957106,0,5,2021,2
2021-05-18,233.7821502685547,236.98477896115793,233.60902766820809,236.8501345720607,20168000,-2.0196533203125,-0.8565046108951146,1,5,2021,2
2021-05-19,234.3605194091797,234.46655675985048,230.00338303930883,230.6877939044373,25739800,0.578369140625,0.2473966211537615,2,5,2021,2
2021-05-20,237.59945678710938,239.01649467079037,235.07385865574315,235.17026159424762,21800700,3.2389373779296875,1.382032001846989,3,5,2021,2
2021-05-21,236.336669921875,239.3828205439802,235.92216962475908,238.65020818420544,21863100,-1.262786865234375,-0.5314771684709063,4,5,2021,2
2021-05-24,241.7445526123047,242.1108661573767,238.59236454414025,238.8622751429224,21411500,5.4078826904296875,2.2882114283057975,0,5,2021,2
2021-05-25,242.65065002441406,243.64353844054594,241.7830824773741,242.69885149014343,17704300,0.906097412109375,0.37481606196212436,1,5,2021,2
2021-05-26,242.428955078125,243.8267094116998,241.71561158716582,242.37110449046097,17771600,-0.2216949462890625,-0.09136383779180246,2,5,2021,2
2021-05-27,240.32748413085938,242.41929836060615,240.2696482540312,242.12046985764556,24426200,-2.101470947265625,-0.8668399146415484,3,5,2021,2
2021-05-28,240.68414306640625,242.9976810503592,240.5684713153664,241.95659116393372,18270200,0.356658935546875,0.14840538810478865,4,5,2021,2
2021-06-01,238.48631286621094,242.23615779093328,238.0621781714677,242.1783219102421,23213300,-2.1978302001953125,-0.9131595343981225,1,6,2021,2
2021-06-02,238.38992309570312,240.28894628092957,236.98251960220148,239.19002042782085,19406700,-0.0963897705078125,-0.0404173176017375,2,6,2021,2
2021-06-03,236.85720825195312,237.46449969103423,234.24484161220892,236.38485739131391,25307700,-1.53271484375,-0.6429444767825587,3,6,2021,2
2021-06-04,241.75413513183594,242.5831502813008,238.59231333132377,238.83330593629586,25281100,4.8969268798828125,2.067459511164116,4,6,2021,2
2021-06-07,244.66534423828125,244.9352547949257,240.80946233304937,240.97333554893908,23079200,2.9112091064453125,1.2042024037594024,0,6,2021,2
2021-06-08,243.47003173828125,246.78609255033888,243.41218115377325,245.966711756898,22455000,-1.1953125,-0.48854998394700644,1,6,2021,2
2021-06-09,244.45326232910156,246.32336735128976,244.08696356106984,244.66533700434073,17937600,0.9832305908203125,0.4038404988903288,2,6,2021,2
2021-06-10,247.9717559814453,248.1838306630145,244.53038902874928,245.12804601734126,24563600,3.51849365234375,1.4393318456134452,3,6,2021,2
2021-06-11,248.59837341308594,249.1767321950456,247.364462896783,248.69474693138196,18999700,0.626617431640625,0.252697098167709,4,6,2021,2
2021-06-14,250.52627563476562,250.5841115039967,247.54758127915835,248.6079545784637,19150500,1.9279022216796875,0.7755087835897401,0,6,2021,2
2021-06-15,249.0514373779297,250.6227142087636,248.39594441109375,250.4106394938403,18038900,-1.4748382568359375,-0.5886960372117,1,6,2021,2
2021-06-16,248.10678100585938,251.19146956435637,245.25342129026026,250.05399120999905,27220000,-0.9446563720703125,-0.37930171454373385,2,6,2021,2
2021-06-17,251.4998779296875,252.3192586743206,246.7860778501168,246.84391372215748,27565500,3.393096923828125,1.3675953998806722,3,6,2021,2
2021-06-18,250.08285522460938,252.84944580260748,249.42736235681394,250.27566108833486,37202200,-1.417022705078125,-0.5634287844363484,4,6,2021,2
2021-06-21,253.1676025390625,254.02552107281122,248.62730926528494,250.45884751555622,26696100,3.084747314453125,1.2334901213770122,0,6,2021,2
2021-06-22,255.94386291503906,256.21377352687625,252.9458988232989,253.25437649912723,24694100,2.7762603759765625,1.0966096562644578,1,6,2021,2
2021-06-23,255.71246337890625,257.2162551197523,254.90273162753124,256.4065233683773,19518700,-0.2313995361328125,-0.09041026946194908,2,6,2021,2
2021-06-24,257.081298828125,258.1995081549481,255.9052536238839,256.570395632236,21446900,1.36883544921875,0.5353025938318989,3,6,2021,2
2021-06-25,255.47145080566406,257.62111560683655,255.22083848043877,256.63787628931044,25611100,-1.6098480224609375,-0.6262019173698175,4,6,2021,2
2021-06-28,259.0381164550781,259.21162405964157,256.32936209546625,256.5992726196896,19590000,3.5666656494140625,1.3961112438067413,0,6,2021,2
2021-06-29,261.62158203125,261.86257465092103,258.3248194682553,259.1827378969011,19937800,2.583465576171875,0.9973302815533325,1,6,2021,2
2021-06-30,261.13958740234375,261.5830055695424,259.8864375923306,260.93716184615096,21656500,-0.48199462890625,-0.1842335120688432,2,6,2021,2
2021-07-01,261.8144226074219,262.04576613920506,259.8864813944336,259.89610109622566,16725300,0.674835205078125,0.2584193426171,3,7,2021,3
2021-07-02,267.64642333984375,267.9838189235368,262.6819807793661,262.990458422631,26458000,5.832000732421875,2.227532262868004,4,7,2021,3
2021-07-06,267.65606689453125,269.304448300758,264.417110543685,268.0127312917453,31565600,0.0096435546875,0.0036030949217114028,1,7,2021,3
2021-07-07,269.84429931640625,270.576926430487,267.16446206306597,269.3333960442315,23260000,2.188232421875,0.8175538284126649,2,7,2021,3
2021-07-08,267.4246826171875,268.6874814939076,264.96654043436456,266.92339917919395,24618600,-2.41961669921875,-0.8966714158306632,3,7,2021,3
2021-07-09,267.92596435546875,268.0319869902947,265.4003663407423,265.78594865890636,23916700,0.50128173828125,0.18744782021442585,4,7,2021,3
2021-07-12,267.3282470703125,269.6899566228085,266.6148890536152,269.1019488683549,18931700,-0.59771728515625,-0.2230904670229128,0,7,2021,3
2021-07-13,270.85638427734375,272.6590040234236,267.39573444593185,267.5210258732207,26120100,3.52813720703125,1.3197771824326798,1,7,2021,3
2021-07-14,272.33135986328125,273.43992023579295,270.44195619359107,272.17712102791575,23113700,1.4749755859375,0.5445600220474134,2,7,2021,3
2021-07-15,270.9046325683594,272.33131952060614,269.7478561835057,271.83968514433656,22604200,-1.426727294921875,-0.5238938679842597,3,7,2021,3
2021-07-16,270.6347351074219,273.86404237165414,269.3912048461886,271.9071833087747,26186800,-0.2698974609375,-0.09962821911854158,4,7,2021,3
2021-07-19,267.02947998046875,270.26840676845325,264.5617178320867,268.88028688273266,32935600,-3.605255126953125,-1.3321479689301863,0,7,2021,3
2021-07-20,269.25616455078125,270.8467095044189,266.3064180787881,268.012634750067,26259700,2.2266845703125,0.833872189121343,1,7,2021,3
2021-07-21,271.26129150390625,271.37696325645936,267.29938688873733,268.8513652655665,24364300,2.005126953125,0.7446911963818081,2,7,2021,3
2021-07-22,275.83050537109375,276.10041590734517,273.20850469691914,273.61335579227523,23384100,4.5692138671875,1.6844326891814143,3,7,2021,3
2021-07-23,279.2333679199219,279.5418161445663,276.1775682694742,277.0162179583788,22768100,3.402862548828125,1.2336788290512102,4,7,2021,3
2021-07-26,278.6356201171875,279.25257526675557,276.3124774430795,278.58743336652026,23176100,-0.597747802734375,-0.21406746879398808,0,7,2021,3
2021-07-27,276.2160949707031,279.146543893957,272.75544466065816,279.00195421321143,33604100,-2.419525146484375,-0.8683473941582864,1,7,2021,3
2021-07-28,275.9076232910156,279.69602009802213,273.6037197955621,278.5778108462002,33566900,-0.3084716796875,-0.11167766299795545,2,7,2021,3
2021-07-29,276.1775817871094,278.2211947883845,275.7727011840036,275.92694001289874,18168300,0.26995849609375,0.09784379745427785,3,7,2021,3
2021-07-30,274.64483642578125,276.3317847869034,273.6808659337114,274.8954781674937,20944800,-1.532745361328125,-0.5549854377788099,4,7,2021,3
2021-08-02,274.5580749511719,276.43779970743464,273.5169703746794,276.0425682865481,16267400,-0.086761474609375,-0.03159042628964048,0,8,2021,3
2021-08-03,276.7751770019531,276.88122904351155,273.7675940558321,275.13644497004975,17879000,2.21710205078125,0.8075166068874706,1,8,2021,3
2021-08-04,276.18719482421875,277.2282700106873,274.3941944133545,275.90763514474173,16191300,-0.587982177734375,-0.2124403583093848,2,8,2021,3
2021-08-05,279.08880615234375,279.1948582342082,275.79204259999415,276.5439386222891,13900200,2.901611328125,1.050595893836337,3,8,2021,3
2021-08-06,279.0308532714844,279.06942032308825,277.2571513322383,278.1150990766891,16589300,-0.057952880859375,-0.02076503234161864,4,8,2021,3
2021-08-09,277.9415588378906,281.0455445501704,277.44030484500314,279.31040968260254,16117600,-1.08929443359375,-0.39038494160139603,0,8,2021,3
2021-08-10,276.1197814941406,278.82853692377614,274.9244671886936,278.3947383229659,18616600,-1.82177734375,-0.6554533806916396,1,8,2021,3
2021-08-11,276.611328125,278.2597093320037,275.5605744628409,276.861940433862,13955900,0.491546630859375,0.17801934660368612,2,8,2021,3
2021-08-12,279.3682861328125,279.5225249418082,276.0233073464592,276.3028670263916,14561300,2.7569580078125,0.9966902030008828,3,8,2021,3
2021-08-13,282.298828125,282.34701489324834,278.8767144558767,279.05025154128384,18249000,2.9305419921875,1.0489887856470315,4,8,2021,3
2021-08-16,283.9857177734375,284.19779246209333,279.5707163690693,282.62651582587677,22507600,1.6868896484375,0.5975546053951675,0,8,2021,3
2021-08-17,282.52044677734375,282.85784231873345,280.5925058757382,281.8553342308899,20075300,-1.46527099609375,-0.5159664392921148,1,8,2021,3
2021-08-18,280.7917175292969,284.7419017311571,280.3474209141482,282.0569342270461,21813000,-1.728729248046875,-0.6118952690915447,2,8,2021,3
2021-08-19,286.6250915527344,287.3011742779291,278.7730353037134,278.82131429507575,29850500,5.8333740234375,2.077473678627606,3,8,2021,3
2021-08-20,293.9557800292969,295.3851984971532,287.8711502652428,289.4744085607878,40817600,7.3306884765625,2.557587836029973,4,8,2021,3
2021-08-23,294.23577880859375,294.96014066163036,291.5315063470008,292.8836425777973,22830200,0.279998779296875,0.09525200670283951,0,8,2021,3
2021-08-24,292.2752685546875,295.2016902096625,291.67646727816117,294.59322134017,18175800,-1.96051025390625,-0.6663058659435173,1,8,2021,3
2021-08-25,291.6860656738281,294.1778576953558,290.1504219493204,293.8977628351036,20006100,-0.589202880859375,-0.2015917678471424,2,8,2021,3
2021-08-26,288.865966796875,292.0917894022985,288.73076785410854,290.70101170154,17666100,-2.820098876953125,-0.9668267390279262,3,8,2021,3
2021-08-27,289.4743347167969,290.58501707619024,286.68311269534024,288.76927851853645,22605700,0.608367919921875,0.21060560600745237,4,8,2021,3
2021-08-30,293.2120361328125,293.8205048461803,290.76852316321674,290.82646975740784,16348100,3.737701416015625,1.291203042118516,0,8,2021,3
2021-08-31,291.5605163574219,294.0909493667815,291.19350158976886,294.01369706144754,26285300,-1.651519775390625,-0.5632510169679916,1,8,2021,3
2021-09-01,291.5122375488281,294.7573947160675,291.1838636375992,292.5166944665886,18983800,-0.04827880859375,-0.016558760835283515,2,9,2021,3
2021-09-02,290.85546875,292.98991375623564,289.9186260953305,291.8695931866592,16285600,-0.656768798828125,-0.22529716225656582,3,9,2021,3
2021-09-03,290.8458251953125,292.25590820944143,289.9959024554989,290.70092922538174,14747900,-0.0096435546875,-0.003315583072560635,4,9,2021,3
2021-09-07,289.91864013671875,290.7975362346447,288.0063433181321,290.72028392327735,17180400,-0.92718505859375,-0.3187891928553954,1,9,2021,3
2021-09-08,289.9476318359375,290.33395236601825,287.3013052567986,289.5323380029598,15046800,0.02899169921875,0.009999943158223168,2,9,2021,3
2021-09-09,287.0888366699219,291.81169156216345,286.84738264412715,290.5368072321189,19927000,-2.858795166015625,-0.9859694828041277,3,9,2021,3
2021-09-10,285.60150146484375,289.66760890569856,285.28279508621057,288.21888459953203,19633400,-1.487335205078125,-0.5180749005535779,4,9,2021,3
2021-09-13,286.837646484375,288.3346787710662,284.02711875904106,287.3785010149175,23652900,1.23614501953125,0.4328216109477978,0,9,2021,3
2021-09-14,289.5419921875,291.0873037106312,287.90976075970315,289.31984389266626,21853400,2.704345703125,0.9428140748855007,1,9,2021,3
2021-09-15,294.4000244140625,294.88293238817874,291.50257656936515,292.89335389276897,28356300,4.8580322265625,1.677833391232797,2,9,2021,3
2021-09-16,294.786376953125,294.87329686099383,290.4788456084354,293.37629376819706,19550800,0.3863525390625,0.1312338678746583,3,9,2021,3
2021-09-17,289.6192321777344,294.0909648651454,289.2908582826248,293.77225856159816,41372500,-5.167144775390625,-1.7528438148321501,4,9,2021,3
2021-09-20,284.23968505859375,288.5086054689397,279.6230849771708,286.2002906910431,38278700,-5.379547119140625,-1.8574550725413475,0,9,2021,3
2021-09-21,284.7225341796875,287.3688899615911,284.0175073900998,285.58212453468485,22364100,0.48284912109375,0.16987392910818855,1,9,2021,3
2021-09-22,288.373291015625,289.9572431984659,284.44244280452375,286.5865552261978,26626300,3.6507568359375,1.2822156301943943,2,9,2021,3
2021-09-23,289.31982421875,290.6140140574866,287.3592190151945,288.6341031456623,18604600,0.946533203125,0.32823192459725536,3,9,2021,3
2021-09-24,289.1169738769531,289.55157331474214,286.7796866055234,288.03526486597605,14999000,-0.202850341796875,-0.0701128387398331,4,9,2021,3
2021-09-27,284.1141662597656,286.33553174359827,282.92620171572884,286.0168253643731,23571700,-5.0028076171875,-1.7303749240667798,0,9,2021,3
2021-09-28,273.8280944824219,280.8399268648963,273.0844269014528,279.89341673736834,43186200,-10.28607177734375,-3.62040088065837,1,9,2021,3
2021-09-29,274.29168701171875,276.9669861651131,273.33553880217,275.35409028586133,26353700,0.463592529296875,0.16930057164994405,2,9,2021,3
2021-09-30,272.28289794921875,277.9908453738435,271.9931354238829,275.9433198820289,32343600,-2.0087890625,-0.7323550649255273,3,9,2021,3
2021-10-01,279.2173767089844,280.06729939899645,271.6743570466697,272.475971258081,30086300,6.934478759765625,2.5467918888754104,4,10,2021,4
2021-10-04,273.4321594238281,277.91355990677107,270.66993975281525,277.5755184047133,31350700,-5.78521728515625,-2.071940275832451,0,10,2021,4
2021-10-05,278.8889465332031,280.4728689293749,274.339933436935,274.339933436935,24993000,5.456787109375,1.9956639778120566,1,10,2021,4
2021-10-06,283.09033203125,283.5925752475216,275.75015353316195,276.01091325935647,28002600,4.201385498046875,1.5064725763689113,2,10,2021,4
2021-10-07,284.77081298828125,286.4996316351916,283.8726113098916,285.0895192542269,20430500,1.68048095703125,0.5936200452249185,3,10,2021,4
2021-10-08,284.77081298828125,286.4996316351916,283.71807723494913,286.0939760041724,17685700,0.0,0.0,4,10,2021,4
2021-10-11,284.1720275878906,287.7841696820927,282.7426094213775,282.90681109582425,19298600,-0.598785400390625,-0.2102692316347965,0,10,2021,4
2021-10-12,282.8681335449219,285.3406196115918,282.3562523547369,285.2440321376334,17974100,-1.30389404296875,-0.45883968736700753,1,10,2021,4
2021-10-13,286.180908203125,287.1177508091328,283.4573002795523,284.8287718321762,23416300,3.312774658203125,1.1711374542926478,2,10,2021,4
2021-10-14,292.4007568359375,292.90297048133476,287.64892975117283,288.9817603776688,27262900,6.2198486328125,2.173397474997807,3,10,2021,4
2021-10-15,293.81085205078125,294.0426679135802,290.2469889567608,292.0047810007027,25384800,1.41009521484375,0.4822474572577562,4,10,2021,4
2021-10-18,296.78558349609375,297.6741176404027,292.3428243514602,293.192747080356,22729300,2.9747314453125,1.0124647965005673,0,10,2021,4
2021-10-19,297.6934509277344,298.72685155917264,296.7179674190472,297.809344121962,17682100,0.907867431640625,0.30590011177298315,1,10,2021,4
2021-10-20,296.9014892578125,299.1132160698903,295.6459108190313,298.6399462045998,16537100,-0.791961669921875,-0.26603261423917557,2,10,2021,4
2021-10-21,300.13702392578125,300.3881160719364,295.88740946015713,296.6697476260682,16918100,3.23553466796875,1.089767072592629,3,10,2021,4
2021-10-22,298.5916748046875,300.4556925902874,297.27814973250037,299.789277199686,17449300,-1.54534912109375,-0.5148812035518424,4,10,2021,4
2021-10-25,297.59686279296875,298.8234383950236,295.9839372451796,298.7847975055776,17554500,-0.99481201171875,-0.3331680336933318,0,10,2021,4
2021-10-26,299.5091552734375,301.72088194222226,298.05079330373104,300.36874557406037,28107300,1.91229248046875,0.6425781718670587,1,10,2021,4
2021-10-27,312.12274169921875,314.95257525160673,305.1978286314873,305.1978286314873,52588700,12.61358642578125,4.211419318473131,2,10,2021,4
2021-10-28,313.2624816894531,313.7646954887712,310.374671288855,313.2431465023909,26297900,1.139739990234375,0.36515762485922476,3,10,2021,4
2021-10-29,320.2839050292969,320.65091983416227,312.82780414815437,313.0499524443534,34766000,7.02142333984375,2.241386616736407,4,10,2021,4
2021-11-01,318.11077880859375,320.1583038041811,315.2133311036617,320.03274302106945,27073200,-2.173126220703125,-0.6784999766080491,0,11,2021,4
2021-11-02,321.7422790527344,322.05134723722267,318.71927034838023,319.0186709413644,26487100,3.631500244140625,1.14158352563265,1,11,2021,4
2021-11-03,322.5824890136719,323.45171737063305,319.3470000703094,322.48590153526277,21500100,0.8402099609375,0.26114378359325396,2,11,2021,4
2021-11-04,324.9391174316406,325.0357049205787,318.24602003675443,321.51048263206366,23992200,2.35662841796875,0.7305506337849765,3,11,2021,4
2021-11-05,324.57208251953125,327.20877048468907,322.98815980180524,326.9383432170597,22570100,-0.367034912109375,-0.11295497907745089,4,11,2021,4
2021-11-08,325.4703063964844,326.10774845813177,323.0074875225243,325.7697069819661,20897000,0.898223876953125,0.27674095380618713,0,11,2021,4
2021-11-09,324.4659118652344,327.1412116971149,323.09444011363706,325.5862325391553,21307400,-1.00439453125,-0.3085979001803185,1,11,2021,4
2021-11-10,319.4918212890625,323.1909119201306,318.64192823280166,323.13296533616636,25500900,-4.974090576171875,-1.5330086749568483,2,11,2021,4
2021-11-11,321.06622314453125,322.36041311749693,319.2118728300362,319.92656727683465,16849800,1.57440185546875,0.4927831482873124,3,11,2021,4
2021-11-12,325.2095642089844,325.7021398000391,322.37973040709574,322.505291202805,23831000,4.143341064453125,1.2904942238623374,4,11,2021,4
2021-11-15,324.581787109375,326.3299116948135,322.61151423527605,326.0015377948578,16723000,-0.627777099609375,-0.19303771127898717,0,11,2021,4
2021-11-16,327.9042053222656,329.02455543876874,324.04094125475103,324.2051134719756,20886800,3.322418212890625,1.0235997042468359,1,11,2021,4
2021-11-17,328.126708984375,331.0971955801469,327.04302085871814,327.95255114881303,19053400,0.222503662109375,0.06785630025412104,2,11,2021,4
